sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_recid,is_violent_recid
Male,22,African-American,0,0,0,0,(F3),Pos Cannabis W/Intent Sel/Del,0,0
Male,31,Caucasian,0,0,0,0,,,-1,0
Male,21,Caucasian,0,0,0,0,(F3),Burglary Structure Unoccup,0,0
Male,30,African-American,0,0,0,1,(M1),Battery,0,0
Male,46,Caucasian,0,0,0,9,(M1),Battery,0,0
Male,33,African-American,0,0,0,0,(F3),Poss Meth/Diox/Meth/Amp (MDMA),0,0
Male,55,Hispanic,0,0,0,1,(M1),Reckless Display Of Weapon,0,0
Male,26,African-American,0,0,0,2,(M1),Battery,0,0
Male,21,African-American,0,0,0,0,,,-1,0
Male,21,African-American,0,0,0,0,,,-1,0
Male,33,African-American,0,0,0,0,(F3),arrest case no charge,1,0
Male,33,African-American,0,0,0,0,(F3),arrest case no charge,1,0
Male,33,African-American,0,0,0,0,(F3),arrest case no charge,1,0
Male,33,African-American,0,0,0,0,(F3),arrest case no charge,1,0
Male,40,African-American,0,0,0,1,(M1),Battery,0,0
Male,34,Caucasian,0,0,0,0,(F3),Possession of Cocaine,0,0
Male,22,Caucasian,0,0,0,1,(F3),Grand Theft in the 3rd Degree,1,0
Male,28,Hispanic,0,0,0,3,(M2),arrest case no charge,0,0
Male,28,Hispanic,0,0,0,3,(M2),arrest case no charge,0,0
Male,28,Hispanic,0,0,0,3,(M2),arrest case no charge,0,0
Male,28,Hispanic,0,0,0,3,(M2),arrest case no charge,0,0
Male,28,Hispanic,0,0,0,3,(M2),arrest case no charge,0,0
Male,21,Caucasian,0,0,0,0,,,-1,0
Male,22,African-American,0,0,1,4,(F2),arrest case no charge,0,0
Male,22,African-American,0,0,1,4,(F2),arrest case no charge,0,0
Male,31,African-American,0,0,0,4,(M2),Assault,1,0
Male,31,African-American,0,0,0,4,(M2),Assault,1,0
Male,59,Caucasian,0,0,0,3,(M1),Driving Under The Influence,1,1
Male,59,Caucasian,0,0,0,3,(M1),Driving Under The Influence,1,1
Male,37,Native American,0,0,0,0,(F1),"Aggr Child Abuse-Torture,Punish",0,0
Female,41,Caucasian,0,0,0,1,(F3),arrest case no charge,0,0
Male,50,African-American,0,0,0,0,(F2),Aggravated Battery / Pregnant,0,0
Female,21,Other,0,0,0,2,(F3),Neglect Child / No Bodily Harm,1,0
Female,21,Other,0,0,0,2,(F3),Neglect Child / No Bodily Harm,1,0
Male,57,African-American,0,0,0,8,(F3),Felony Battery w/Prior Convict,1,1
Male,35,Caucasian,0,0,0,1,(M2),Exposes Culpable Negligence,0,0
Male,31,African-American,0,0,0,5,(M2),Assault,1,0
Male,31,African-American,0,0,0,5,(M2),Assault,1,0
Male,31,African-American,0,0,0,5,(M2),Assault,1,0
Male,31,African-American,0,0,0,5,(M2),Assault,1,0
Male,31,African-American,0,0,0,5,(M2),Assault,1,0
Female,51,African-American,0,0,0,1,(M1),Battery,0,0
Male,21,Hispanic,0,0,3,2,(F3),Grand Theft in the 3rd Degree,0,0
Male,44,African-American,0,0,0,9,(F3),Grand Theft in the 3rd Degree,0,0
Male,44,African-American,0,0,0,9,(F3),Grand Theft in the 3rd Degree,0,0
Male,27,African-American,0,0,0,1,(M1),Battery,0,0
Male,39,Hispanic,0,0,0,0,(F3),Sell or Offer for Sale Counterfeit Goods,0,0
Male,48,African-American,0,0,0,5,(F3),Possession of Cocaine,1,0
Male,48,African-American,0,0,0,5,(F3),Possession of Cocaine,1,0
Male,48,African-American,0,0,0,5,(F3),Possession of Cocaine,1,0
Male,48,African-American,0,0,0,5,(F3),Possession of Cocaine,1,0
Male,48,African-American,0,0,0,5,(F3),Possession of Cocaine,1,0
Female,25,Caucasian,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0
Male,51,African-American,0,0,0,5,(M2),arrest case no charge,0,0
Male,50,Caucasian,0,0,0,0,(F3),arrest case no charge,1,0
Male,30,African-American,0,0,0,0,(M1),Battery,0,0
Male,34,Caucasian,1,0,0,26,(F3),Driving While License Revoked,0,0
Male,34,Caucasian,1,0,0,26,(F3),Driving While License Revoked,0,0
Male,57,Caucasian,0,0,0,2,(F1),arrest case no charge,0,0
Male,57,Caucasian,0,0,0,2,(F1),arrest case no charge,0,0
Male,69,Caucasian,0,0,0,0,(M1),Driving Under The Influence,0,0
Male,55,Caucasian,0,0,0,0,(M2),DUI - Enhanced,0,0
Male,59,African-American,0,0,0,4,(F3),Possession of Cocaine,1,0
Male,59,African-American,0,0,0,4,(F3),Possession of Cocaine,1,0
Male,59,African-American,0,0,0,4,(F3),Possession of Cocaine,1,0
Male,59,African-American,0,0,0,4,(F3),Possession of Cocaine,1,0
Female,42,African-American,0,0,0,0,(F2),Aggrav Battery w/Deadly Weapon,0,0
Male,20,Hispanic,2,0,0,2,(F3),arrest case no charge,1,0
Male,20,Hispanic,2,0,0,2,(F3),arrest case no charge,1,0
Male,20,Hispanic,2,0,0,2,(F3),arrest case no charge,1,0
Male,26,African-American,0,0,0,0,(M1),Battery,0,0
Male,58,African-American,0,0,0,16,(F3),Felony Petit Theft,1,0
Male,58,African-American,0,0,0,16,(F3),Felony Petit Theft,1,0
Male,58,African-American,0,0,0,16,(F3),Felony Petit Theft,1,0
Male,21,Other,0,0,0,0,(F3),Purchase Cannabis,0,0
Male,32,African-American,0,0,0,21,(F3),Felony Petit Theft,1,0
Male,32,African-American,0,0,0,21,(F3),Felony Petit Theft,1,0
Male,32,African-American,0,0,0,21,(F3),Felony Petit Theft,1,0
Female,24,Hispanic,0,0,0,0,(M1),Battery,0,0
Male,66,Caucasian,0,0,0,14,(F2),Aggrav Battery w/Deadly Weapon,0,0
Female,27,African-American,0,0,1,4,(M1),Battery,0,0
Male,25,Asian,0,0,0,0,,,-1,0
Male,53,African-American,0,0,0,10,(F7),arrest case no charge,0,0
Male,42,African-American,0,0,0,1,(F3),Tampering With Physical Evidence,0,0
Male,29,African-American,0,0,0,8,(F2),arrest case no charge,1,0
Male,29,African-American,0,0,0,8,(F2),arrest case no charge,1,0
Male,29,African-American,0,0,0,8,(F2),arrest case no charge,1,0
Male,29,African-American,0,0,0,8,(F2),arrest case no charge,1,0
Male,21,African-American,0,0,0,1,(F3),arrest case no charge,0,0
Male,71,African-American,0,0,0,0,,,-1,0
Male,48,Caucasian,0,0,0,0,,,-1,0
Male,31,Caucasian,0,0,0,1,(M1),DUI Level 0.15 Or Minor In Veh,1,0
Male,56,Hispanic,0,0,0,8,(M2),Driving License Suspended,0,0
Male,58,Caucasian,0,0,0,0,(M1),DUI Blood Alcohol Above 0.20,0,0
Female,51,Caucasian,0,0,0,0,,,-1,0
Male,28,Caucasian,0,0,0,0,(M1),Battery,0,0
Male,39,Hispanic,0,0,0,0,(F3),Aggravated Assault w/Firearm,0,0
Male,22,African-American,0,0,1,1,(F3),Pos Cannabis W/Intent Sel/Del,1,0
Male,22,African-American,0,0,1,1,(F3),Pos Cannabis W/Intent Sel/Del,1,0
Male,46,Caucasian,0,0,0,1,(M1),Battery,1,0
Male,46,Caucasian,0,0,0,1,(M1),Battery,1,0
Male,32,Caucasian,0,0,1,4,(F3),arrest case no charge,0,0
Male,29,Other,0,0,0,1,(F3),arrest case no charge,0,0
Male,39,African-American,0,0,0,0,,,-1,0
Male,50,Caucasian,0,0,0,0,(M1),Battery,1,0
Male,46,African-American,0,0,0,2,(F3),Grand Theft in the 3rd Degree,0,0
Male,46,African-American,0,0,0,2,(F3),Grand Theft in the 3rd Degree,0,0
Male,46,African-American,0,0,0,2,(F3),Grand Theft in the 3rd Degree,0,0
Male,46,African-American,0,0,0,2,(F3),Grand Theft in the 3rd Degree,0,0
Female,44,African-American,0,1,0,11,(F3),Possession of Cocaine,1,0
Female,44,African-American,0,1,0,11,(F3),Possession of Cocaine,1,0
Female,44,African-American,0,1,0,11,(F3),Possession of Cocaine,1,0
Male,35,African-American,0,0,0,4,(M1),Battery,0,0
Male,30,African-American,0,1,0,14,(F3),Grand Theft (Motor Vehicle),1,0
Male,30,African-American,0,1,0,14,(F3),Grand Theft (Motor Vehicle),1,0
Male,30,African-American,0,1,0,14,(F3),Grand Theft (Motor Vehicle),1,0
Male,30,African-American,0,1,0,14,(F3),Grand Theft (Motor Vehicle),1,0
Female,28,African-American,0,0,0,0,(M1),Battery,0,0
Male,42,African-American,0,0,0,2,(F3),Possession of Cocaine,0,0
Male,52,Caucasian,0,0,0,3,(F2),arrest case no charge,0,0
Male,52,Caucasian,0,0,0,3,(F2),arrest case no charge,0,0
Male,52,Caucasian,0,0,0,3,(F2),arrest case no charge,0,0
Male,46,African-American,0,0,0,5,(F3),Grand Theft (Motor Vehicle),1,0
Male,46,African-American,0,0,0,5,(F3),Grand Theft (Motor Vehicle),1,0
Male,46,African-American,0,0,0,5,(F3),Grand Theft (Motor Vehicle),1,0
Male,46,African-American,0,0,0,5,(F3),Grand Theft (Motor Vehicle),1,0
Female,53,Caucasian,0,0,0,0,(M1),DUI Property Damage/Injury,0,0
Male,42,African-American,0,0,0,0,(F3),Poss Pyrrolidinovalerophenone,1,0
Male,37,African-American,0,0,0,12,(F3),arrest case no charge,0,0
Male,37,African-American,0,0,0,12,(F3),arrest case no charge,0,0
Male,29,Caucasian,0,0,0,7,(F2),Aggravated Battery / Pregnant,1,0
Male,29,Caucasian,0,0,0,7,(F2),Aggravated Battery / Pregnant,1,0
Male,29,Caucasian,0,0,0,7,(F2),Aggravated Battery / Pregnant,1,0
Male,29,Caucasian,0,0,0,7,(F2),Aggravated Battery / Pregnant,1,0
Male,32,African-American,0,0,1,8,(F2),Aggravated Battery / Pregnant,0,0
Male,32,African-American,0,0,1,8,(F2),Aggravated Battery / Pregnant,0,0
Male,32,African-American,0,0,1,8,(F2),Aggravated Battery / Pregnant,0,0
Male,32,African-American,0,0,1,8,(F2),Aggravated Battery / Pregnant,0,0
Male,32,African-American,0,0,1,8,(F2),Aggravated Battery / Pregnant,0,0
Male,31,Other,0,0,0,5,(F3),Grand Theft in the 3rd Degree,1,0
Male,31,Other,0,0,0,5,(F3),Grand Theft in the 3rd Degree,1,0
Female,33,African-American,0,0,0,1,(M1),Battery,0,0
Male,25,Caucasian,0,0,0,4,(F2),Robbery / No Weapon,0,0
Female,33,African-American,0,0,0,0,(M1),Battery,0,0
Male,21,Hispanic,0,0,0,1,(F2),arrest case no charge,0,0
Female,64,Caucasian,0,0,0,7,(M2),Expired DL More Than 6 Months,0,0
Female,64,Caucasian,0,0,0,7,(M2),Expired DL More Than 6 Months,0,0
Male,35,Caucasian,0,0,0,1,(F3),Possession of Cocaine,1,0
Male,35,Caucasian,0,0,0,1,(F3),Possession of Cocaine,1,0
Male,56,African-American,0,0,0,1,(F2),arrest case no charge,0,0
Male,38,Caucasian,0,0,0,0,(M1),Battery,1,1
Female,40,African-American,0,0,0,4,(M2),arrest case no charge,0,0
Male,34,African-American,0,0,0,3,(F3),arrest case no charge,0,0
Male,34,African-American,0,0,0,3,(F3),arrest case no charge,0,0
Male,34,African-American,0,0,0,3,(F3),arrest case no charge,0,0
Male,34,African-American,0,0,0,3,(F3),arrest case no charge,0,0
Male,52,African-American,0,0,0,5,(F3),arrest case no charge,0,0
Male,64,African-American,0,0,0,7,(F3),Possession of Cocaine,0,0
Male,64,African-American,0,0,0,7,(F3),Possession of Cocaine,0,0
Male,64,African-American,0,0,0,7,(F3),Possession of Cocaine,0,0
Male,28,African-American,0,0,1,4,(F3),Grand Theft in the 3rd Degree,0,0
Male,28,African-American,0,0,1,4,(F3),Grand Theft in the 3rd Degree,0,0
Male,38,Hispanic,0,0,0,0,(M1),DUI Property Damage/Injury,0,0
Female,63,African-American,0,0,0,0,(M1),Driving Under The Influence,0,0
Male,28,Hispanic,0,0,0,0,,,-1,0
Male,21,African-American,1,0,0,3,(F3),arrest case no charge,0,0
Male,21,African-American,1,0,0,3,(F3),arrest case no charge,0,0
Male,21,African-American,1,0,0,3,(F3),arrest case no charge,0,0
Male,51,African-American,0,0,0,0,(M1),Battery,0,0
Male,29,Caucasian,0,0,0,1,(F3),Grand Theft in the 3rd Degree,0,0
Male,35,African-American,0,0,0,2,(M1),Battery,0,0
Male,30,Caucasian,0,0,0,0,(F3),Possession of Cocaine,0,0
Male,61,African-American,0,0,0,5,(F3),Possession of Cocaine,0,0
Male,61,African-American,0,0,0,5,(F3),Possession of Cocaine,0,0
Male,25,African-American,0,0,0,0,(F3),Poss Unlaw Issue Driver Licenc,0,0
Male,25,African-American,0,0,0,4,(F3),Felony Driving While Lic Suspd,1,0
Male,25,African-American,0,0,0,4,(F3),Felony Driving While Lic Suspd,1,0
Male,25,African-American,0,0,0,4,(F3),Felony Driving While Lic Suspd,1,0
Male,25,African-American,0,0,0,4,(F3),Felony Driving While Lic Suspd,1,0
Male,26,African-American,0,0,0,0,(M2),Petit Theft,1,0
Male,26,African-American,0,0,0,0,(M2),Petit Theft,1,0
Male,32,African-American,0,0,0,1,(F3),Tamper With Witness/Victim/CI,0,0
Male,32,African-American,0,0,0,1,(F3),Tamper With Witness/Victim/CI,0,0
Female,36,Caucasian,0,0,0,1,(F1),arrest case no charge,0,0
Female,24,African-American,0,0,0,1,(F3),arrest case no charge,0,0
Female,39,African-American,0,0,0,1,(M1),Battery,0,0
Female,50,African-American,0,0,0,0,(M1),Battery,0,0
Male,42,Caucasian,0,0,0,1,(M1),Battery,0,0
Female,45,Hispanic,0,0,0,0,,,-1,0
Female,25,African-American,0,0,0,1,(F3),Grand Theft in the 3rd Degree,0,0
Female,25,African-American,0,0,0,1,(F3),Grand Theft in the 3rd Degree,0,0
Male,26,African-American,0,1,0,13,(M2),Driving License Suspended,1,0
Male,26,African-American,0,1,0,13,(M2),Driving License Suspended,1,0
Male,26,African-American,0,1,0,13,(M2),Driving License Suspended,1,0
Male,31,African-American,0,0,0,9,(F3),Poss of Methylethcathinone,0,0
Male,31,African-American,0,0,0,9,(F3),Poss of Methylethcathinone,0,0
Male,35,Caucasian,0,0,1,1,(F3),Possession of Cocaine,0,0
Female,39,African-American,0,0,0,0,(M1),Battery,0,0
Female,41,African-American,0,0,0,4,(F3),arrest case no charge,1,0
Female,41,African-American,0,0,0,4,(F3),arrest case no charge,1,0
Female,40,African-American,0,0,0,1,(F3),Felony Driving While Lic Suspd,0,0
Male,23,Other,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0
Male,34,Caucasian,0,0,0,0,(F2),Lewd/Lasc Battery Pers 12+/<16,0,0
Male,46,Caucasian,0,0,0,5,(M2),arrest case no charge,0,0
Male,46,Caucasian,0,0,0,5,(M2),arrest case no charge,0,0
Male,46,Caucasian,0,0,0,5,(M2),arrest case no charge,0,0
Male,60,Caucasian,0,0,0,1,(M1),Driving Under The Influence,0,0
Male,61,Caucasian,0,0,0,0,(M2),Battery,0,0
Female,33,Caucasian,0,0,0,1,(M1),Battery,0,0
Male,38,African-American,0,0,0,0,(F3),Felony Driving While Lic Suspd,0,0
Male,46,African-American,0,0,0,3,(F3),Possession of Cocaine,0,0
Male,30,African-American,0,0,1,3,(F3),Carrying Concealed Firearm,1,0
Male,52,Caucasian,0,0,0,3,(M2),Fail Surrender Tag/Reg/DL,0,0
Male,34,African-American,0,0,0,9,(M1),Battery,0,0
Female,50,African-American,0,0,0,7,(M1),Battery,0,0
Male,21,African-American,0,0,0,0,(F7),Burglary Dwelling Armed,0,0
Male,21,African-American,0,0,0,0,(F7),Burglary Dwelling Armed,0,0
Male,31,Hispanic,0,0,0,16,(F3),Burglary Conveyance Unoccup,1,0
Male,31,African-American,0,0,0,2,(F3),"Poss 3,4 MDMA (Ecstasy)",1,0
Male,31,African-American,0,0,0,2,(F3),"Poss 3,4 MDMA (Ecstasy)",1,0
Male,31,African-American,0,0,0,2,(F3),"Poss 3,4 MDMA (Ecstasy)",1,0
Male,31,African-American,0,0,0,2,(F3),"Poss 3,4 MDMA (Ecstasy)",1,0
Male,31,African-American,0,0,0,2,(F3),"Poss 3,4 MDMA (Ecstasy)",1,0
Male,31,African-American,0,0,0,2,(F3),"Poss 3,4 MDMA (Ecstasy)",1,0
Male,31,African-American,0,0,0,2,(F3),"Poss 3,4 MDMA (Ecstasy)",1,0
Male,31,African-American,0,0,0,2,(F3),"Poss 3,4 MDMA (Ecstasy)",1,0
Male,24,Hispanic,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0
Female,23,African-American,0,0,0,0,(M1),Battery,0,0
Male,25,African-American,0,0,0,1,(F3),Burglary Conveyance Unoccup,0,0
Male,25,African-American,0,0,0,1,(F3),Burglary Conveyance Unoccup,0,0
Male,25,African-American,0,0,0,1,(F3),Burglary Conveyance Unoccup,0,0
Male,25,African-American,0,0,0,1,(F3),Burglary Conveyance Unoccup,0,0
Female,36,Caucasian,0,0,0,1,(M2),Driving Under The Influence,0,0
Female,36,Caucasian,0,0,0,1,(M2),Driving Under The Influence,0,0
Female,31,African-American,0,0,0,1,(M1),Battery,0,0
Female,24,Caucasian,0,0,0,1,(F2),arrest case no charge,0,0
Male,31,African-American,0,0,0,13,(M1),Possess Cannabis/20 Grams Or Less,1,0
Male,31,African-American,0,0,0,13,(M1),Possess Cannabis/20 Grams Or Less,1,0
Male,31,African-American,0,0,0,13,(M1),Possess Cannabis/20 Grams Or Less,1,0
Male,31,African-American,0,0,0,13,(M1),Possess Cannabis/20 Grams Or Less,1,0
Male,31,African-American,0,0,0,13,(M1),Possess Cannabis/20 Grams Or Less,1,0
Male,31,African-American,0,0,0,13,(M1),Possess Cannabis/20 Grams Or Less,1,0
Male,31,African-American,0,0,0,13,(M1),Possess Cannabis/20 Grams Or Less,1,0
Male,31,African-American,0,0,0,13,(M1),Possess Cannabis/20 Grams Or Less,1,0
Female,49,Caucasian,0,0,0,1,(F2),arrest case no charge,0,0
Male,60,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1,0
Male,26,Hispanic,0,0,0,0,,,-1,0
Male,48,African-American,0,0,0,10,(M1),Unlaw Use False Name/Identity,0,0
Male,48,African-American,0,0,0,10,(M1),Unlaw Use False Name/Identity,0,0
Male,48,African-American,0,0,0,10,(M1),Unlaw Use False Name/Identity,0,0
Male,37,Caucasian,0,0,0,0,(F3),Obscenity,0,0
Female,37,Caucasian,0,0,0,0,,,-1,0
Male,30,African-American,0,0,0,2,(F3),arrest case no charge,0,0
Male,30,African-American,0,0,0,2,(F3),arrest case no charge,0,0
Female,24,African-American,0,0,0,0,(M1),Battery,0,0
Female,27,Caucasian,0,0,0,0,,,-1,0
Female,27,Caucasian,0,0,0,0,,,-1,0
Female,27,Caucasian,0,0,0,0,,,-1,0
Female,27,Caucasian,0,0,0,0,,,-1,0
Female,32,Other,0,0,0,0,(M1),Battery,0,0
Female,21,Caucasian,0,2,0,2,(F3),Possession Of Alprazolam,0,0
Female,33,Caucasian,0,0,0,0,(M1),Possess Cannabis/20 Grams Or Less,0,0
Male,46,Caucasian,0,0,0,0,(M1),Driving Under The Influence,0,0
Male,36,Caucasian,0,0,0,4,(F3),Cruelty Toward Child,0,0
Male,36,Caucasian,0,0,0,4,(F3),Cruelty Toward Child,0,0
Male,27,Caucasian,0,0,0,0,(M2),Disorderly Conduct,0,0
Male,21,Caucasian,0,0,1,0,(M1),Battery,1,1
Male,28,African-American,4,0,0,6,(M2),Disorderly Intoxication,0,0
Male,35,African-American,0,0,0,0,(F3),Pos Cannabis W/Intent Sel/Del,1,0
Male,34,Hispanic,0,0,0,2,(F3),Use of Anti-Shoplifting Device,1,0
Male,34,Hispanic,0,0,0,2,(F3),Use of Anti-Shoplifting Device,1,0
Male,41,Asian,0,0,0,2,(F3),Felony Petit Theft,1,0
Male,41,Asian,0,0,0,2,(F3),Felony Petit Theft,1,0
Male,41,Asian,0,0,0,2,(F3),Felony Petit Theft,1,0
Male,41,Asian,0,0,0,2,(F3),Felony Petit Theft,1,0
Female,40,African-American,0,0,0,7,(M2),Prostitution/Lewd Act Assignation,0,0
Female,40,African-American,0,0,0,7,(M2),Prostitution/Lewd Act Assignation,0,0
Male,23,African-American,0,0,0,1,(F3),Grand Theft in the 3rd Degree,1,0
Male,23,African-American,0,0,0,1,(F3),Grand Theft in the 3rd Degree,1,0
Male,23,African-American,0,0,0,1,(F3),Grand Theft in the 3rd Degree,1,0
Male,23,African-American,0,0,0,3,(F3),Grand Theft in the 3rd Degree,1,0
Male,23,African-American,0,0,0,3,(F3),Grand Theft in the 3rd Degree,1,0
Male,28,African-American,0,0,0,2,(M1),Resist/Obstruct W/O Violence,1,0
Male,28,African-American,0,0,0,2,(M1),Resist/Obstruct W/O Violence,1,0
Male,28,African-American,0,0,0,2,(M1),Resist/Obstruct W/O Violence,1,0
Male,28,African-American,0,0,0,2,(M1),Resist/Obstruct W/O Violence,1,0
Male,28,African-American,0,0,0,2,(M1),Resist/Obstruct W/O Violence,1,0
Male,20,African-American,0,0,0,2,(F3),Grand Theft in the 3rd Degree,0,0
Male,20,African-American,0,0,0,2,(F3),Grand Theft in the 3rd Degree,0,0
Male,21,Hispanic,0,0,0,0,(F3),Possession Of Alprazolam,1,0
Male,37,Caucasian,0,0,0,1,(M1),Battery,0,0
Male,46,Caucasian,0,0,1,2,(M1),Possess Cannabis/20 Grams Or Less,1,0
Male,46,Caucasian,0,0,1,2,(M1),Possess Cannabis/20 Grams Or Less,1,0
Male,46,Caucasian,0,0,1,2,(M1),Possess Cannabis/20 Grams Or Less,1,0
Male,22,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0
Male,22,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0
Male,29,African-American,3,0,1,4,(F2),Burglary Unoccupied Dwelling,0,0
Male,29,African-American,3,0,1,4,(F2),Burglary Unoccupied Dwelling,0,0
Male,29,Caucasian,0,0,0,0,(F3),Pos Cannabis W/Intent Sel/Del,0,0
Male,42,Other,0,0,0,0,(M1),Battery,0,0
Male,57,African-American,0,0,0,1,(F2),arrest case no charge,0,0
Female,27,Caucasian,0,0,0,4,(F3),Possession of Cocaine,0,0
Male,56,African-American,0,0,0,1,(F2),arrest case no charge,0,0
Male,41,African-American,0,0,0,19,(F3),Driving While License Revoked,1,0
Male,40,Hispanic,0,0,0,8,(F3),Possession of Cocaine,1,0
Male,40,Hispanic,0,0,0,8,(F3),Possession of Cocaine,1,0
Male,40,Hispanic,0,0,0,8,(F3),Possession of Cocaine,1,0
Male,40,Hispanic,0,0,0,8,(F3),Possession of Cocaine,1,0
Male,30,Hispanic,0,0,0,5,(F3),arrest case no charge,1,0
Male,30,Hispanic,0,0,0,5,(F3),arrest case no charge,1,0
Male,30,Hispanic,0,0,0,5,(F3),arrest case no charge,1,0
Male,21,Caucasian,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0
Male,24,African-American,0,0,0,1,(M1),Battery,1,1
Male,25,African-American,0,0,1,7,(F3),Att Burgl Unoccupied Dwel,0,0
Male,25,African-American,0,0,1,7,(F3),Att Burgl Unoccupied Dwel,0,0
Male,25,African-American,0,0,1,7,(F3),Att Burgl Unoccupied Dwel,0,0
Female,33,Caucasian,0,0,0,0,(M1),Battery,0,0
Male,48,Caucasian,0,0,0,2,(M2),arrest case no charge,1,1
Male,48,Caucasian,0,0,0,2,(M2),arrest case no charge,1,1
Male,48,Caucasian,0,0,0,2,(M2),arrest case no charge,1,1
Male,33,African-American,0,0,0,11,(F3),"Poss 3,4 MDMA (Ecstasy)",1,0
Male,33,African-American,0,0,0,11,(F3),"Poss 3,4 MDMA (Ecstasy)",1,0
Male,33,African-American,0,0,0,11,(F3),"Poss 3,4 MDMA (Ecstasy)",1,0
Male,25,Hispanic,0,0,0,0,(F3),Poss Contr Subst W/o Prescript,0,0
Male,25,Hispanic,0,0,0,0,(F3),Poss Contr Subst W/o Prescript,0,0
Male,30,Caucasian,0,0,0,0,(F3),Possession of Ethylone,0,0
Female,41,Caucasian,0,0,0,0,(F3),Possession of Cocaine,0,0
Male,52,Caucasian,0,0,0,1,(M1),arrest case no charge,0,0
Male,52,Caucasian,0,0,0,1,(M1),arrest case no charge,0,0
Male,25,Caucasian,0,0,0,6,(F3),False Ownership Info/Pawn Item,1,0
Male,25,Caucasian,0,0,0,6,(F3),False Ownership Info/Pawn Item,1,0
Male,25,Caucasian,0,0,0,6,(F3),False Ownership Info/Pawn Item,1,0
Male,58,African-American,0,0,0,38,(F3),Felony Petit Theft,1,0
Male,58,African-American,0,0,0,38,(F3),Felony Petit Theft,1,0
Male,58,African-American,0,0,0,38,(F3),Felony Petit Theft,1,0
Male,58,African-American,0,0,0,38,(F3),Felony Petit Theft,1,0
Male,30,African-American,0,1,1,7,(F3),Possess Countrfeit Credit Card,1,0
Male,30,African-American,0,1,1,7,(F3),Possess Countrfeit Credit Card,1,0
Male,37,Hispanic,0,0,0,0,(F3),Tamper With Witness/Victim/CI,1,1
Male,23,African-American,0,0,0,2,(F7),Armed Kidnapping,0,0
Male,23,African-American,0,0,0,2,(F7),Armed Kidnapping,0,0
Male,33,Hispanic,0,0,0,0,(M1),DUI Property Damage/Injury,0,0
Female,25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0
Female,25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0
Male,25,African-American,0,0,0,2,(F2),Dealing in Stolen Property,0,0
Male,34,Hispanic,0,0,0,9,(F3),Tampering With Physical Evidence,0,0
Male,34,Hispanic,0,0,0,9,(F3),Tampering With Physical Evidence,0,0
Female,43,Caucasian,0,0,0,7,(F2),Agg Battery Grt/Bod/Harm,0,0
Male,32,Caucasian,0,0,0,0,(F3),Driving While License Revoked,0,0
Male,32,Caucasian,0,0,0,0,(F3),Driving While License Revoked,0,0
Male,32,Caucasian,0,0,0,0,(F3),Driving While License Revoked,0,0
Male,33,Other,0,0,0,3,(F3),arrest case no charge,0,0
Male,33,Other,0,0,0,3,(F3),arrest case no charge,0,0
Male,39,Other,0,1,0,4,(F3),Poss Pyrrolidinovalerophenone,1,0
Male,39,Other,0,1,0,4,(F3),Poss Pyrrolidinovalerophenone,1,0
Male,39,Other,0,1,0,4,(F3),Poss Pyrrolidinovalerophenone,1,0
Male,49,Caucasian,0,0,0,4,(F3),Aggravated Assault w/Firearm,0,0
Male,24,Caucasian,0,0,0,0,(F3),Robbery W/Deadly Weapon,0,0
Male,26,African-American,0,0,0,1,(F3),Grand Theft (Motor Vehicle),0,0
Male,26,African-American,0,0,0,1,(F3),Grand Theft (Motor Vehicle),0,0
Male,26,African-American,0,0,0,1,(F3),Grand Theft (Motor Vehicle),0,0
Male,26,African-American,0,0,0,1,(F3),Grand Theft (Motor Vehicle),0,0
Male,42,Caucasian,0,0,0,0,(F2),Aggrav Battery w/Deadly Weapon,0,0
Male,22,African-American,0,0,0,1,(F2),Burglary Unoccupied Dwelling,1,0
Male,22,African-American,0,0,0,1,(F2),Burglary Unoccupied Dwelling,1,0
Male,22,African-American,0,0,0,1,(F2),Burglary Unoccupied Dwelling,1,0
Male,22,African-American,0,0,0,1,(F2),Burglary Unoccupied Dwelling,1,0
Male,22,African-American,0,0,0,1,(F2),Burglary Unoccupied Dwelling,1,0
Male,22,African-American,0,0,0,1,(F2),Burglary Unoccupied Dwelling,1,0
Male,22,African-American,0,0,0,1,(F2),Burglary Unoccupied Dwelling,1,0
Male,36,Hispanic,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0
Male,29,Caucasian,0,0,1,7,(M1),Battery,1,1
Male,39,Caucasian,0,0,0,0,(M1),Battery,0,0
Male,27,African-American,0,2,1,13,(F3),arrest case no charge,1,0
Male,27,African-American,0,2,1,13,(F3),arrest case no charge,1,0
Male,27,African-American,0,2,1,13,(F3),arrest case no charge,1,0
Male,27,African-American,0,2,1,13,(F3),arrest case no charge,1,0
